dong_name,gu_name,2007-12-31T15:00:00.000Z,2008-01-31T15:00:00.000Z,2008-02-29T15:00:00.000Z,2008-03-31T15:00:00.000Z,2008-04-30T15:00:00.000Z,2008-05-31T15:00:00.000Z,2008-06-30T15:00:00.000Z,2008-07-31T15:00:00.000Z,2008-08-31T15:00:00.000Z,2008-09-30T15:00:00.000Z,2008-10-31T15:00:00.000Z,2008-11-30T15:00:00.000Z,2008-12-31T15:00:00.000Z,2009-01-31T15:00:00.000Z,2009-02-28T15:00:00.000Z,2009-03-31T15:00:00.000Z,2009-04-30T15:00:00.000Z,2009-05-31T15:00:00.000Z,2009-06-30T15:00:00.000Z,2009-07-31T15:00:00.000Z,2009-08-31T15:00:00.000Z,2009-09-30T15:00:00.000Z,2009-10-31T15:00:00.000Z,2009-11-30T15:00:00.000Z,2009-12-31T15:00:00.000Z,2010-01-31T15:00:00.000Z,2010-02-28T15:00:00.000Z,2010-03-31T15:00:00.000Z,2010-04-30T15:00:00.000Z,2010-05-31T15:00:00.000Z,2010-06-30T15:00:00.000Z,2010-07-31T15:00:00.000Z,2010-08-31T15:00:00.000Z,2010-09-30T15:00:00.000Z,2010-10-31T15:00:00.000Z,2010-11-30T15:00:00.000Z,2010-12-31T15:00:00.000Z,2011-01-31T15:00:00.000Z,2011-02-28T15:00:00.000Z,2011-03-31T15:00:00.000Z,2011-04-30T15:00:00.000Z,2011-05-31T15:00:00.000Z,2011-06-30T15:00:00.000Z,2011-07-31T15:00:00.000Z,2011-08-31T15:00:00.000Z,2011-09-30T15:00:00.000Z,2011-10-31T15:00:00.000Z,2011-11-30T15:00:00.000Z,2011-12-31T15:00:00.000Z,2012-01-31T15:00:00.000Z,2012-02-29T15:00:00.000Z,2012-03-31T15:00:00.000Z,2012-04-30T15:00:00.000Z,2012-05-31T15:00:00.000Z,2012-06-30T15:00:00.000Z,2012-07-31T15:00:00.000Z,2012-08-31T15:00:00.000Z,2012-09-30T15:00:00.000Z,2012-10-31T15:00:00.000Z,2012-11-30T15:00:00.000Z,2012-12-31T15:00:00.000Z,2013-01-31T15:00:00.000Z,2013-02-28T15:00:00.000Z,2013-03-31T15:00:00.000Z,2013-04-30T15:00:00.000Z,2013-05-31T15:00:00.000Z,2013-06-30T15:00:00.000Z,2013-07-31T15:00:00.000Z,2013-08-31T15:00:00.000Z,2013-09-30T15:00:00.000Z,2013-10-31T15:00:00.000Z,2013-11-30T15:00:00.000Z,2013-12-31T15:00:00.000Z,2014-01-31T15:00:00.000Z,2014-02-28T15:00:00.000Z,2014-03-31T15:00:00.000Z,2014-04-30T15:00:00.000Z,2014-05-31T15:00:00.000Z,2014-06-30T15:00:00.000Z,2014-07-31T15:00:00.000Z,2014-08-31T15:00:00.000Z,2014-09-30T15:00:00.000Z,2014-10-31T15:00:00.000Z,2014-11-30T15:00:00.000Z,2014-12-31T15:00:00.000Z,2015-01-31T15:00:00.000Z,2015-02-28T15:00:00.000Z,2015-03-31T15:00:00.000Z,2015-04-30T15:00:00.000Z,2015-05-31T15:00:00.000Z,2015-06-30T15:00:00.000Z,2015-07-31T15:00:00.000Z,2015-08-31T15:00:00.000Z,2015-09-30T15:00:00.000Z,2015-10-31T15:00:00.000Z,2015-11-30T15:00:00.000Z,2015-12-31T15:00:00.000Z,2016-01-31T15:00:00.000Z,2016-02-29T15:00:00.000Z,2016-03-31T15:00:00.000Z,2016-04-30T15:00:00.000Z,2016-05-31T15:00:00.000Z,2016-06-30T15:00:00.000Z,2016-07-31T15:00:00.000Z,2016-08-31T15:00:00.000Z,2016-09-30T15:00:00.000Z,2016-10-31T15:00:00.000Z,2016-11-30T15:00:00.000Z,2016-12-31T15:00:00.000Z,2017-01-31T15:00:00.000Z,2017-02-28T15:00:00.000Z,2017-03-31T15:00:00.000Z,2017-04-30T15:00:00.000Z,2017-05-31T15:00:00.000Z,2017-06-30T15:00:00.000Z,2017-07-31T15:00:00.000Z,2017-08-31T15:00:00.000Z,2017-09-30T15:00:00.000Z,2017-10-31T15:00:00.000Z,2017-11-30T15:00:00.000Z,2017-12-31T15:00:00.000Z,2018-01-31T15:00:00.000Z,2018-02-28T15:00:00.000Z,2018-03-31T15:00:00.000Z,2018-04-30T15:00:00.000Z,2018-05-31T15:00:00.000Z,2018-06-30T15:00:00.000Z,2018-07-31T15:00:00.000Z,2018-08-31T15:00:00.000Z,2018-09-30T15:00:00.000Z,2018-10-31T15:00:00.000Z,2018-11-30T15:00:00.000Z,2018-12-31T15:00:00.000Z,2019-01-31T15:00:00.000Z,2019-02-28T15:00:00.000Z,2019-03-31T15:00:00.000Z,2019-04-30T15:00:00.000Z,2019-05-31T15:00:00.000Z,2019-06-30T15:00:00.000Z,2019-07-31T15:00:00.000Z,2019-08-31T15:00:00.000Z,2019-09-30T15:00:00.000Z,2019-10-31T15:00:00.000Z,2019-11-30T15:00:00.000Z,2019-12-31T15:00:00.000Z,2020-01-31T15:00:00.000Z,2020-02-29T15:00:00.000Z,2020-03-31T15:00:00.000Z,2020-04-30T15:00:00.000Z,2020-05-31T15:00:00.000Z,2020-06-30T15:00:00.000Z,2020-07-31T15:00:00.000Z,2020-08-31T15:00:00.000Z,2020-09-30T15:00:00.000Z,2020-10-31T15:00:00.000Z,2020-11-30T15:00:00.000Z,2020-12-31T15:00:00.000Z,2021-01-31T15:00:00.000Z,2021-02-28T15:00:00.000Z,2021-03-31T15:00:00.000Z,2021-04-30T15:00:00.000Z,2021-05-31T15:00:00.000Z,2021-06-30T15:00:00.000Z,2021-07-31T15:00:00.000Z,2021-08-31T15:00:00.000Z,2021-09-30T15:00:00.000Z,2021-10-31T15:00:00.000Z,2021-11-30T15:00:00.000Z,2021-12-31T15:00:00.000Z,2022-01-31T15:00:00.000Z,2022-02-28T15:00:00.000Z,2022-03-31T15:00:00.000Z,2022-04-30T15:00:00.000Z,2022-05-31T15:00:00.000Z,2022-06-30T15:00:00.000Z,2022-07-31T15:00:00.000Z,2022-08-31T15:00:00.000Z,2022-09-30T15:00:00.000Z,2022-10-31T15:00:00.000Z,2022-11-30T15:00:00.000Z,2022-12-31T15:00:00.000Z,2023-01-31T15:00:00.000Z,2023-02-28T15:00:00.000Z,2023-03-31T15:00:00.000Z,2023-04-30T15:00:00.000Z,2023-05-31T15:00:00.000Z,2023-06-30T15:00:00.000Z,2023-07-31T15:00:00.000Z,2023-08-31T15:00:00.000Z,2023-09-30T15:00:00.000Z,2023-10-31T15:00:00.000Z,2023-11-30T15:00:00.000Z,2023-12-31T15:00:00.000Z,2024-01-31T15:00:00.000Z,2024-02-29T15:00:00.000Z,2024-03-31T15:00:00.000Z,2024-04-30T15:00:00.000Z,2024-05-31T15:00:00.000Z,2024-06-30T15:00:00.000Z,2024-07-31T15:00:00.000Z
도화동,마포구,1622.11,1629.32,1650.66,1663.44,1682.51,1700.48,1696.64,1680.81,1641.19,1606.11,1570.87,1534.47,1516.6,1511,1490.19,1505.28,1514.9,1517.94,1547.2,1563.39,1559.69,1561.84,1523.72,1534.25,1536.3,1545.32,1546.24,1500.38,1521.77,1485.52,1491.57,1495.74,1497.33,1487.82,1494.57,1507.64,1517.91,1538.02,1520.95,1504.46,1519.1,1516.89,1515.25,1492.25,1506.47,1508.72,1504.62,1494.18,1480.74,1459.75,1441.1,1433.13,1431.99,1422.77,1414.82,1395.45,1379.94,1375.18,1372.07,1372.37,1373.97,1381.35,1385.75,1373.32,1369.48,1377.99,1381.07,1384.57,1379.79,1394.42,1382.26,1376.41,1391.34,1404.99,1398.63,1393.19,1394.9,1383.22,1390.63,1380.74,1399.91,1402.79,1406.7,1402.55,1403.63,1422.43,1443.51,1447.93,1453.77,1481.25,1497.63,1503.47,1513.77,1529.99,1528.63,1542.39,1539.53,1539.74,1550.83,1561.25,1573.05,1587.49,1615.62,1637.03,1659.89,1679.95,1701.62,1698.67,1690.64,1694.14,1722.4,1730.15,1754.6,1774.72,1820.66,1846.88,1868.41,1892.3,1897.62,1934.18,1991.25,2080.82,2118.88,2180.29,2215.86,2267.48,2318.48,2433.02,2516.94,2504.33,2498.85,2494.68,2486.85,2478.03,2472.52,2480.82,2520.2,2545.01,2615.73,2650.53,2690.47,2713.57,2791.81,2871.43,2920.2,2961.86,2966.68,2956.63,2975.61,3015.47,3122.74,3182.91,3231.85,3271.45,3336.83,3393.85,3478.65,3530.68,3574.13,3603.28,3666,3733.75,3775.68,3825.88,3872.54,3851.24,3851.39,3850.2,3847.37,3836.18,3813.71,3789.07,3764.73,3730.67,3648.61,3594.85,3540.86,3486.86,3430.99,3375.12,3332.5,3289.88,3259.4,3256.33,3284.66,3287.59,3292.47,3343.73,3371.38,3396.33,3391.09,3379.44,3367.79,3400.7,3392.35,3447.01,3470.86,3597.32,3587.05,3587.05
동교동,마포구,975.47,978.81,982.16,985.5,988.86,992.2,995.55,998.89,1018.83,1022.07,1025.31,1028.54,1031.78,1035.01,1038.24,1041.47,1044.71,1047.95,1051.18,1054.42,1057.66,1060.89,1064.13,1067.36,1070.6,1073.83,1077.07,1080.3,1083.53,1086.77,1090.01,1093.24,1096.48,1099.71,1102.94,1106.18,1109.42,1112.66,1115.89,1119.13,1122.36,1125.59,1128.82,1132.06,1203.34,1206.29,1209.25,1212.2,1215.15,1218.11,1266.53,1314.95,1363.37,1366.79,1362.83,1358.86,1354.9,1350.94,1346.98,1343.01,1339.05,1335.09,1331.12,1374.99,1371.72,1375.76,1379.81,1383.86,1387.91,1391.96,1396,1400.05,1404.09,1408.14,1412.19,1416.23,1420.28,1424.33,1428.38,1432.43,1436.47,1440.52,1444.56,1448.61,1452.66,1456.71,1460.76,1464.8,1468.04,1472.92,1477.79,1482.66,1487.54,1492.42,1497.3,1501.22,1505.15,1509.07,1513,1516.92,1520.85,1524.77,1528.7,1530.03,1531.35,1532.68,1534.02,1535.34,1540.42,1545.49,1550.58,1555.65,1560.73,1565.81,1570.88,1575.97,1577.69,1584.26,1590.84,1597.41,1603.99,1610.56,1617.14,1623.72,1630.08,1636.44,1642.81,1649.17,1655.54,1661.9,1668.27,1674.63,1681,1687.36,1693.73,1700.09,1706.46,1712.82,1719.19,1725.55,1731.92,1738.28,1744.65,1750.79,1756.94,1767.56,1773.51,1779.46,1785.41,1791.37,1794.86,1798.36,1801.87,1805.36,1808.86,1812.36,1815.86,1819.36,1822.86,1826.36,1829.86,1833.36,1836.86,1840.36,1843.86,1847.36,1850.86,1854.36,1857.86,1861.36,1864.86,1868.36,1871.85,1875.36,1890.65,1905.94,1921.23,1936.52,1951.81,1967.1,1982.39,1997.68,2012.97,2028.26,2030.39,2032.52,2034.65,2036.78,2038.91,2041.04,2043.17,2043.17,2043.17,2043.17,2043.17,2043.17,2043.17,2043.17,2043.17,2043.17
마포동,마포구,1260.03,1280.22,1331.48,1336.34,1361.71,1361.42,1360.52,1355.44,1350.37,1355.35,1360.34,1365.32,1370.31,1360.38,1350.44,1280.43,1350.09,1360.81,1364.8,1351.06,1304.58,1343.39,1347.35,1346.69,1339.61,1325.66,1309.18,1294.3,1279.4,1264.52,1249.63,1266.41,1283.2,1302.02,1323.31,1354.57,1353.22,1351.45,1339.19,1339.27,1339.35,1339.42,1329.67,1319.91,1310.15,1300.39,1290.64,1282.86,1275.08,1266.86,1258.64,1250.41,1243.55,1219.46,1199.55,1201.1,1202.65,1204.19,1205.73,1208.34,1228.94,1249.55,1267.54,1269.19,1269.58,1268.1,1265.5,1266.03,1264.58,1261.34,1260.34,1263.51,1277.61,1291.71,1290.62,1282.03,1273.45,1271.22,1268.98,1270.98,1272.98,1276.04,1269.65,1262.51,1269.51,1276,1300.94,1335.93,1303.9,1320.64,1322.06,1335.04,1354.3,1362.33,1368.79,1373.33,1379.65,1386.04,1388.56,1396.92,1407.71,1405.66,1408.67,1451.95,1442.35,1457.12,1463.59,1468.54,1477.66,1486.44,1502.85,1506.17,1526.41,1529.55,1570.59,1636.54,1630.02,1651.5,1672.94,1714.69,1760.29,1826.96,1881.25,1936.08,1959.58,1987.4,2007.16,2045.71,2042.54,2039.38,2036.16,2032.95,2029.74,2026.54,2025.04,2026.12,2027.21,2046.94,2066.67,2166.93,2209.35,2254.11,2304.36,2336.81,2383.75,2410.46,2437.16,2457.55,2476.47,2533.39,2580.5,2595.3,2695.72,2874.24,2871.14,2894.73,2906.45,2918.57,2930.02,2958.81,2987.61,3010.22,3048.6,3074.47,3100.37,3102.6,3087.78,3073.38,3058.98,3044.57,3030.95,3016.96,3026.45,2998.83,2975.78,2952.72,2929.65,2906.6,2883.54,2860.48,2837.41,2814.35,2791.3,2803.24,2828.42,2853.61,2879.96,2906.23,2932.52,2925.54,2918.55,2910.82,2905.53,2901.18,2896.84,2920.54,2968.86,3016.04,3035.67,3035.67
망원동,마포구,1108.73,1111.39,1130.91,1162.84,1180.22,1190.83,1187.33,1180.83,1175.11,1191.63,1185.28,1180.33,1176.39,1176.02,1181.57,1193.18,1202.46,1212.8,1224.98,1231.06,1235.51,1241.21,1243.15,1243.33,1239.75,1236.48,1240.27,1238.56,1238.29,1239.08,1240.79,1241.67,1243.29,1244.09,1245.84,1247.3,1246.18,1245.57,1244.11,1240.97,1229.59,1219.84,1219.87,1219.46,1220.04,1220.19,1217.3,1216.43,1216.91,1214.33,1216.61,1217.11,1214.27,1211.93,1209.28,1206.61,1204,1201.44,1200.33,1197.21,1193.14,1206.82,1204.07,1200.06,1200.57,1203.89,1210.24,1211.75,1211.08,1211.25,1215.49,1220.01,1231.92,1240.72,1248.11,1257.52,1262.76,1270.13,1281.45,1294.04,1292.04,1292.64,1297.94,1304.53,1319.92,1317.13,1324.09,1342.23,1351.12,1360.84,1371.39,1381.3,1396.81,1401.86,1412.57,1417.43,1425.43,1432.94,1441.12,1452.45,1465.96,1469.16,1481.11,1496.36,1503.87,1524.89,1534.61,1562.81,1593.47,1605.37,1649.14,1664.55,1675.03,1692.94,1704.16,1717.38,1727.82,1735.56,1750.63,1763.72,1780.2,1813.44,1833.07,1847.98,1858.55,1868.07,1889.48,1915.05,1940.2,1960.19,1969.86,1979.46,1989.43,2000.64,2012.13,2022.51,2044.06,2057.42,2065.67,2082.24,2100.92,2113.2,2130.56,2157.66,2176.4,2196.88,2221.61,2243.88,2261.28,2279.08,2297.16,2325.01,2340.7,2358.4,2398.15,2444.29,2499.86,2539.51,2557.26,2565.45,2574.1,2610.13,2643,2665.37,2682.54,2696.1,2699.57,2701.92,2704.24,2712.41,2724.14,2744.72,2745.7,2743.5,2740.81,2738.3,2736.1,2732.88,2729.39,2725.9,2722.2,2718.51,2715.61,2716.48,2718.89,2720.75,2724.02,2728.2,2728.47,2729.9,2730.82,2731.66,2732.73,2734.11,2735.51,2734.45,2736.73,2742.24,2745.34,2745.34
상수동,마포구,1875.61,1877.07,1871.05,1872.77,1870.82,1868.87,1851.77,1834.68,1820.84,1807.01,1815.25,1823.49,1831.73,1839.97,1848.22,1855.68,1860.92,1892.16,1868.69,1904.9,1911.59,1918.29,1923.09,1901.12,1884.35,1867.59,1857.83,1887.73,1871.27,1854.79,1838.33,1821.86,1805.4,1810.55,1815.71,1820.85,1818.57,1816.28,1769.01,1745.12,1746.28,1747.43,1748.6,1805.28,1812.68,1820.09,1803.09,1786.09,1769.09,1752.08,1735.08,1718.08,1701.08,1660.93,1612.18,1563.42,1553.05,1554.45,1549.98,1546.24,1542.48,1538.73,1540.22,1546.98,1562.99,1579.01,1595.01,1603.58,1612.16,1620.73,1645.08,1652.29,1659.52,1666.73,1666.39,1611.08,1658.51,1662.68,1683.07,1616.94,1642.02,1674.2,1862.12,1865.26,1889.26,1973.79,2026.53,2010.68,2106.27,2155.43,2167.87,2166.82,2175.16,2207.06,2149.68,2181.96,2208.87,2249.66,2296.76,2250.73,2286.74,2286.93,2281.79,2328.12,2357.47,2354.83,2385.85,2376.87,2398.63,2411.36,2390.68,2382.04,2430.64,2438.93,2455.3,2504.21,2561.77,2569.87,2620.86,2669.2,2728.02,2790.12,2812.31,2837.7,2887.55,2937.86,3013.57,3092.53,3172.41,3245.6,3270.49,3297.08,3276.48,3255.87,3264.67,3276.17,3287.68,3262.29,3319.23,3435.36,3489.1,3561.89,3610.47,3678.79,3749.72,3805.01,3827.19,3823.45,3819.71,3846.29,3889.44,3968.75,4032.09,4084.56,4125.59,4160.78,4223.58,4240.39,4270.71,4282.85,4307.83,4370.86,4371.66,4404.16,4373.13,4406.24,4378.93,4351.42,4323.91,4296.83,4269.65,4242.46,4210.2,4177.94,4143.08,4108.22,4075.68,4043.14,4010.62,3980.66,4022.64,3938.03,3935.89,3925.83,4116.46,4129.88,4105.96,4168.97,4174.63,4180.3,4185.96,4191.62,4197.28,4224.34,4161.56,4256.64,4348.37,4317.57,4314.23,4314.23
상암동,마포구,2183.95,2189.16,2197.06,2209.77,2158.39,2158.92,2147.75,2137.24,2111.47,2082.31,2072.08,2016.39,1993.17,2006.07,2025.8,2090.19,2134.88,2155.87,2168.53,2213.54,2257.62,2217.8,2184.86,2173.68,2160.86,2136.83,2118.41,2079.8,2060.71,2038.15,2002.92,2003.07,1998.12,1899.37,1872.18,1868.26,1876.69,1858.54,1855.14,1840.54,1830.98,1812.98,1814.53,1827.36,1821.17,1808.51,1791.96,1789.1,1775.16,1772.42,1765.32,1751.4,1753.28,1750.71,1755.17,1718.67,1704.28,1707.09,1703.34,1723.87,1727.22,1720.45,1720.27,1733.33,1755.09,1747.61,1737.1,1745.4,1750.57,1753.18,1752.98,1762.79,1779.92,1785.48,1794.67,1780.33,1771.98,1789.95,1801.66,1813.79,1849.16,1862.56,1858.18,1861.97,1868.16,1874.65,1898.02,1906.01,1928.54,1925.45,1927.27,1929.05,1955.69,1951.84,1957.58,1956.53,1943.92,1939.83,1947.23,1956.5,1981.01,1958.82,1991.43,1983.43,2010.28,2044.8,2061.47,2043.07,2038.26,2037.29,2044.63,2057.89,2074.11,2079,2082.52,2082.58,2077.1,2104.28,2125.57,2134.89,2171.73,2251.9,2282.89,2307.37,2328.95,2340.64,2388.3,2468.2,2543.21,2549.55,2514.73,2499.47,2490.73,2486.3,2476.76,2476.29,2488.53,2510.13,2533.9,2560.73,2585.37,2629.88,2660.93,2721.65,2772.87,2789.87,2765.88,2757.31,2748.8,2859.94,2960.64,3007.16,3058.17,3121.94,3171.66,3213.39,3284.74,3382.98,3427.44,3466.39,3485.44,3524.13,3568.95,3596.9,3620.54,3569.95,3571.41,3531.81,3511.62,3491.43,3481.13,3467.67,3442.83,3405.05,3369.8,3320.57,3271.35,3222.12,3172.89,3139.03,3107.18,3089.72,3076.63,3056.62,3073.65,3098.11,3117.85,3140.69,3130.91,3149.17,3160.55,3163.94,3163.91,3152.83,3170.66,3207.83,3247.9,3275.61,3263,3263
서교동,마포구,1122.48,1125.3,1140.93,1152.75,1167.33,1166.46,1176.74,1181.04,1179.4,1177.75,1176.52,1175.29,1170.51,1180.17,1181.09,1183.53,1200.26,1230.6,1250.43,1255,1289.81,1286.17,1298.19,1313.28,1339.82,1338.96,1337.64,1336.75,1335.5,1336.17,1336.83,1327.41,1317.91,1318.72,1315.03,1319.38,1321.61,1322.65,1322.7,1324.74,1319.51,1313.95,1318.12,1338.03,1358.61,1376.48,1351.9,1354.66,1364.15,1372.07,1382.99,1358.14,1320.12,1352.08,1354.81,1351.79,1351.65,1351.51,2201.03,2239.57,2245.25,2207.27,2221.49,2199.32,2213.02,2191.76,2178.59,2088.08,2065.7,2168.9,2205.2,2241.18,2277.36,2269.3,2236.58,2209.42,2176.13,2202.64,2217.07,2197.75,2174.73,2185.92,2230.08,2067.67,2245.87,2161.11,2085.46,2143.55,2199.8,2129.47,2240.47,2191,2285.62,2136.8,2229.04,2141.02,2172.26,2178.94,2191.19,2175.69,2190.34,2193.64,2196.93,2128.43,2162.43,2200.05,2187.68,2174.86,2177.16,2250.09,2321.36,2336.16,2355.14,2440.44,2483.7,2527.72,2408.25,2339.37,2289.76,2279.52,2418.82,2408.71,2401.57,2398.05,2411.42,2423,2434.25,2445.88,2458.38,2502.17,2451.22,2446.47,2465.47,2467.21,2468.94,2494.77,2441.52,2495.01,2576.1,2472.57,2553.02,2579.04,2650.86,2700.21,2578.48,2670.53,2677.57,2673.98,2834.9,2813.02,2758.85,2767.28,2900.72,2806.8,2915.09,2932.54,3049.24,3078.48,3108.27,3141.43,2932.65,3001.12,3070.64,3145.6,3188.4,3176.29,3222.56,3270.05,3305.08,3340.11,3371.68,3406.74,3477.36,3479.75,3480.33,3478.71,3477.07,3475.03,3472.99,3424.05,3394.04,3364.04,3335.73,3300.09,3316.32,3318.56,3253.44,3294.88,3278.9,3385.59,3285.15,3274.2,3268.06,3268.45,3268.79,3269.13,3269.48,3270.78,3270.78,3270.78
성산동,마포구,1580.93,1598.52,1642.12,1707.46,1750.12,1771.5,1696.07,1677.59,1597.36,1510.42,1420.41,1355.8,1382.03,1443.73,1477.12,1557.57,1603.51,1645.05,1700.35,1703.29,1703.26,1684.44,1652.74,1649.33,1662.9,1684.24,1678.99,1607.73,1567.79,1536.69,1560.46,1537.7,1518.41,1509.12,1517.1,1548.89,1603.82,1605.47,1598.35,1552.24,1526.77,1505.79,1485.57,1476.9,1489,1476.35,1438.03,1415.58,1422.27,1428.6,1395.72,1363.21,1352.07,1349.76,1336.98,1306.15,1317.42,1317.33,1317.53,1316.11,1318.22,1318.98,1323.57,1327.57,1355.59,1367.9,1370.69,1360.35,1375.11,1392.2,1400.34,1416.79,1420.3,1453.34,1479.64,1475.15,1474.53,1466.24,1460.09,1480.35,1529.22,1560.92,1556.74,1554.11,1568.99,1567.23,1573.41,1586.31,1590.21,1595.6,1613.84,1621.15,1616.36,1629.74,1640.27,1655.99,1652.07,1653.97,1644.58,1657.61,1691.3,1749.66,1805.6,1827.28,1843.61,1828.77,1854.76,1830.72,1799.31,1798.29,1832.73,1851.48,1893.64,1926.27,1975.71,1985.7,1960.2,2010.73,2039.01,2071.3,2120.36,2185.61,2187.94,2186.02,2149.82,2192.26,2238.86,2455.01,2603.28,2576.52,2549.71,2487.8,2502.96,2525.84,2415.91,2429.36,2494.68,2607.89,2709.95,2724.98,2746.05,2809.81,2821.16,2909.09,2991.38,3020.48,3031,3081.3,3132.16,3314.57,3456.54,3557,3511.24,3534.49,3534.36,3583.66,3664.83,3795.2,3854.27,3976.7,4036.16,4047.5,4086.57,4078.27,4168.16,4171.48,4091.67,4033.63,3975.57,3917.51,3836.39,3919.65,3948.1,4003.73,3860.17,3716.62,3573.06,3429.5,3294.99,3253.27,3262.99,3278.99,3310.33,3327.63,3408.33,3433.78,3520.29,3534.18,3409.21,3418.05,3425.17,3441.1,3505.68,3461.44,3478.25,3487.98,3464.12,3493.83,3447.17,3447.17
신공덕동,마포구,1703.44,1694.11,1706.3,1745.01,1740.91,1714.63,1703.9,1706.3,1677.12,1638.77,1599.29,1580.8,1551.45,1542.7,1587.91,1565.69,1641.49,1684.48,1693.74,1724.24,1728.08,1716.71,1706,1707.46,1716.78,1698.17,1701.3,1677.49,1663.27,1675.42,1633.25,1635.32,1627.42,1640.64,1651.45,1652.55,1697.45,1722.57,1724.14,1695.8,1727.97,1746.99,1739.48,1762.02,1748.62,1729.38,1738.5,1750.19,1754.07,1773.39,1773.28,1772.5,1757.31,1737.02,1717.38,1705.99,1716.84,1707.59,1694.94,1697.54,1697.4,1706.98,1717.62,1717.15,1733.5,1723.53,1712.75,1711.09,1708.19,1722.2,1722.09,1723.98,1720.24,1734.38,1737.81,1732.51,1728.46,1728.17,1731.62,1731.86,1742.74,1743.05,1752.58,1762.98,1758.03,1757.37,1770.28,1782.25,1800.44,1823.66,1839.89,1835.51,1838.94,1852.83,1873.01,1870.24,1863.9,1869.48,1874.05,1878.48,1887.39,1890.83,1906.83,1930.18,1962.08,1968.08,1955.75,1965.49,1987.52,2014.97,2031.38,2052.95,2091.68,2127.04,2177.63,2217.66,2248.35,2273.39,2306.18,2334.99,2371.93,2464.01,2523.96,2577.3,2622.05,2673.12,2741.78,2793.74,2895.61,2943.32,2939.6,2932.15,2924.95,2917.48,2910.06,2922.42,2939.91,2987.22,3054.4,3097.03,3158.88,3227.92,3296.65,3339.55,3379.82,3406.41,3425.74,3444.94,3467.59,3511.67,3565.03,3638.57,3685.8,3735.5,3757.05,3804.08,3870.09,3958.2,3988.7,4035.26,4081.14,4120.37,4145.9,4204.89,4195.2,4189,4175.03,4160.42,4145.68,4123.59,4103.56,4105.46,4076.17,4027.23,3978.3,3929.36,3880.31,3850.5,3820.67,3790.84,3770.2,3751.94,3748.89,3757.25,3762.8,3776.72,3781.87,3822.89,3852.27,3844.41,3836.63,3834.03,3836.96,3856.47,3854.69,3859.03,3876.72,4002.36,4043.52,4043.52
신수동,마포구,1398.2,1402.87,1425.78,1440.88,1439.45,1463.79,1471.9,1484.89,1476.25,1466.49,1450.07,1433.65,1417.22,1406.28,1400.48,1404.37,1411.28,1413.57,1417.61,1424.09,1446.38,1440.76,1439.71,1433.45,1434.99,1440.39,1425.08,1424.03,1422.14,1419.95,1417.62,1415.99,1428.79,1442.14,1457.78,1468.95,1471.98,1467.77,1458.19,1469.19,1473.28,1478.98,1480.66,1479.26,1489.62,1494.62,1487.6,1480.66,1469.82,1459.56,1447.04,1436.95,1427.09,1420.27,1400.3,1386.35,1382.8,1374.99,1367.64,1371.76,1375.99,1367.92,1373.23,1369.52,1385.71,1393.79,1397.4,1400.77,1404.69,1409.12,1403.73,1399.68,1404,1405.28,1413.35,1424.42,1422.78,1447.3,1427.54,1456.38,1450.94,1450.58,1447.88,1452.58,1462.53,1458.74,1481.47,1477.08,1481.79,1491.96,1504.39,1527.87,1541.7,1557.77,1549.7,1544.17,1527.22,1565.42,1576.32,1602.38,1613.6,1619.45,1662.41,1689.61,1710.53,1759.75,1801.25,1805.05,1889.01,1911.75,1933.99,2009.18,2031.01,2052.67,2082.07,2091.51,2122.58,2136.6,2148.03,2185.23,2240.79,2326.44,2395.4,2451.54,2505.5,2548.5,2602.9,2684.06,2762.13,2786.48,2808.8,2831.11,2853.42,2875.74,2896.76,2924.35,2955.62,2979.45,2969.62,3090.65,3139.79,3188.8,3261.49,3356.29,3407.2,3444,3449.02,3459.04,3469.06,3495.51,3560.81,3645.04,3714.57,3763.01,3801.67,3870.4,3960.69,4032.99,4099.34,4159.24,4216.43,4248.07,4293.42,4308.34,4304.59,4289.38,4266.61,4248.69,4210.44,4172.2,4128.89,4083.68,4038.48,3996.62,3954.75,3912.03,3869.31,3826.59,3783.89,3757.28,3730.66,3720.81,3726.31,3734.09,3771.32,3830.62,3868.94,3879.54,3907.39,3941.39,3925.57,3927.63,3954.65,3959.21,3934.85,3926.9,3978.64,4043.54,4084.04,4084.04
